text
marvel anim good stori fun charact add make ice age better kid movi ive seen stori set ice age revolv around giant sloth name sid stumbl across human babi decid babi return famili enlist reluct help manfr woolli mammoth duo first battl diego sabretooth cat want captur babi seri adventur manag turn diego somewhat surpris surpris allysid clear highlight movi provid action fun giant sloth just cant keep still keep quiet yet humour sid inject appreci serious plot element movi trio stumbl upon cave paint seek babi human famili paint mammoth famili obvious make manfr rememb famili appar hunt kill human also help explain manfr rather gruff exterior penchant aloof diego appar death scene near end movi also inject dramat feel although note question decis bring diego end movi death poignant moment made point forc will sacrific friend sinc disney kill bambi mom seem anim children stori want avoid realiti death said combin three four count human babi point famili mani differ shape herd repeat mantra sid manfr diego unlik herd imagin find come other rescu stori progressesther great satir materi trio trudg southward escap ice sid reflect wist global warm great appreci ironi fact point charact movi anim talk human couldnt portray dodo bird also quit hilariousal extrem done famili movi
ice age emerg better anim film recent year clever design even clever written scenarist michael berg michael j wilson peter ackerman devis stori set year ago unlik trio companion find make long trek harsh environ effort ostens return babi human tribe becom separ triumvir made deadpan cynic mammoth wisecrack overthetop sloth whose mileaminut mouth make legendari slow malevol sabertooth tiger learn thing two friendship teamwork adventur overic age amus scene charact make prescient joke place evolutionari scheme thing particular clever scene involv three travel discov look like underground museum natur histori encas ice replet ancient creatur caught natur occur chainoflif exhibit like anim film set past ice age deriv much humor use anachron chuckl hear creatur appli modern scientif knowledg prescientif era livingth anim design done beauti job achiev just right look tale background color clean streamlin look anim appear design provid witti commentari evolutionari histori ray romano john leguizamo deni leari superb voiceov work achiev just right tone charact assign play wish perhap bit less sentiment end minor quibbl film work children adult kid revel cute anim clever action sequenc adult savor sli knowing evolutionari histor injok bad era film cant find pleas even audienc demograph
short simpl stori strong structur three somewhat stereotyp yet superbl craft central charact set uniqu backdrop prehistor permafrost that strang often explor film despit interest inhabit splendid sceneri mention artist licenc inher narrat take place long ago anim general graphic style rough around edg ultim snappi live aesthet pleas ice age paint stylist yet consist world full envelopepush environment effect ala snow water ground cartoonesqu physic give proper weight realli interplay main player mark piec cut rest aris distinct individu believ arc interest dynam plus featur much emot affect youd expect pretti funni especi coupl standout setpiec notabl dodo debacl
toy stori wide acclaim first film reli entir comput anim fact also qualiti make quit special among anim film ploy obsolesc thin disguis metaphor human death amaz dark children film humour centr toy spaceman think hes real spaceman incred sophist metaphys entir consist throughout everi action toy undertook entir charact meant adult stay engag throughout featur length mani computeranim movi sinc receiv similar rave review havent possess special qualiti ice age none just bunch annoy comedi anim bynumb episod plot featur film also seem strang absenc signific femal charact exampl unhappi contrast nice render central charact static backdrop like watch old film human actor pose front paint cardboard also strang make hero hyperact sloth sloth characteris best anim film qualiti best nonanim film didnt find film realli watch film dinosaur human roam earth simultan million year bc actual fun
ice age ok stori wasnt good monster inc plus wasnt funni anim wasnt good ice age wasnt origin monster inc toy stori mammoth sloth sabertooth tiger togeth take babi dad predict bad guy diego tiger becom friend companion help escap tiger ambush best charact sid sloth entertain linesfin verdict kid like adult may board stori predict see cool anim film stick monster inc shrek better
ice age funni movi best anim ever even saw film near time still laugh hard often lot comedi stori shrewd woolli mammoth dumb sloth babyhungri saber tooth tiger tri return lost babi tribe pack tiger ambush babi gang act film great ray romano john leguizamo hilari part deni leari diego good like music film think score great song rush root featur film overal suitabl movi peopl age rate film
excel computergener anim featur make case finest film frozen era prehistor anim tri find land warmer drier earli group human hunter becom hunt group sabertooth tiger begin plot reveng attack occur small infant child taken harm enter kind wooli mammoth voic priceless ray romano silli sloth voic john leguizamo find young child decid return human appear sabertooth tiger deni leari help duo motiv devious tri lead trap sabertooth tiger film anoth great anim piec filmmak import messag youngster also high entertain audienc star
establish blue sky studio new player comput anim arena pixar dreamwork anim made mark ice age sensibl craft delight humour wonder narrat adventur comedi pack interest set prehistor charact manag surpris touch occas thorough amus start finishth stori ice age take place advent titular global phenomenon follow woolli mammoth name manni ground sloth name sid sabertooth cat name diego come across human child ultim decid return tribe embark excit adventur brave harsh condit unexpect challeng worsen weatherdirect chris wedg carlo saldanha ice age set lightheart tone right within open segment follow squirrel obsess acorn side stori keep recur throughout movi provid comic relief main plot brilliant narrat charact introduc without sway main premis plenti laugh store everyoneth relationship charact develop natur comput anim appear bit date today yet topnotch prehistor anim nice design render screen cold colour palett smooth camerawork fine edit adventur score also help uplift experi ray romano john leguizamo deni leari chip fit voic workon overal scale ice age mark promis start blue sky studio deliv good suffici dose succeed enjoy entertain satisfi pictur appeas appetit kid adult wonder balanc moment comedi sincer drama strengthen terrif chemistri three charact explor theme friendship genuin warmth ice age definit worth shot
ice age good movi develop storylin terrif voic cast certain origin anim film focus around group anim ice age begin quit funni charact likabl also lot heart end film sweet also realli love scrat scene favourit part entir franchis fun movi definit much entertain kid love first came probabl rate ten now im give seven just dosent hold your older dosent enough humour adult laugh someth evid best anim film monster inc shrek understand want kid target audienc older viewer end anticlimat stori finish left feel definit least ten minut longer give us better idea charact head relationship chang cours movi give closur child certain finest anim film ice age still sure entertain recommend anyon look good famili film ice age begin three anim discov lost human infant must travel far wide find tribe
watch student school nice funni anim watch famili
