text
shrek creativ innov funni special someon give ogr point view need princess imag perfect imag alway seeeveri princess precious beauti darl shes shes unbear shrek give us hero ugli repuls outsid gentl care insid also give us princess doesnt fit prototyp mold splendid anim warm heart
ive lost track mani time ive seen great film believ number ten im even sure somehow never get old joke remain fresh everi get chanc see film sit laugh till side ach someon decid make spoof movi make fun fairi tale mean around hundr year film see just everi fairi tale creatur poke fun hilari plot good quit origin base much typic fairi tale formula pace great your rare ever bore even repeat view act pretti much flawless talent main cast creat impress number laugh throughout film charact nice flesh interest base heavili fairi tale stereotyp humor excel comic time gag joke impecc myer murphi make great comedi teamquit astound sinc accord trivia none voic actor actual met cast perfect someth realli realli realli need order anim featur much love steve buscemi even tell complet miscast final fantasi movi dialog wellwritten plenti quotabl line whole thing full talent clever write dialog general mani memor scene there plenti great music realli singl piec music soundtrack dislik loud annoy track good oldfashion qualiti music much els say except urg see film unless cant stand fairi tale allwhich requir hatr even feat near imposs accomplish sinc end fairi tale around happi end everyth your sure go check trailer memor quot page recommend just anyon least teenag wont complet fall apart see fairi tale made buttend joke
fact pretti much everi anim film releas now slangi tongueincheek sens humor threaten diminish somewhat luster shrek peopl rememb fresh invent film seem releas offer new kind anim film adult even pixar hadnt yet master though pixar level sophist soon skyrocket leav shrek film dustmik myer eddi murphi cameron diaz especi john lithgow terrif voic work anim stellar shrek won first ever academi award given specif anim featur best pixar monster inc grade
shrek irasc ogr live swamp enjoy isol much pressur journey donkey save princess dragon journey turn self discoverylet say start big fan mike myer voic ok ive heard better said everyth els film perfect good straightforward fantasi adventur factor constant spot potshot movi general disney particular rais game substanti factor cgi standard previous seen nonstop gag exhilar action inspir voic talent especi eddi murphi classici repeat classic high recommend
shrek dir andrew adamson vicki jenson voic mike myer eddi murphi cameron diaz john lithgow vincent cassel comput generat pleasur violat fairi tale cliché grew shrek ogr seclud wood scare anyon disrupt life lord farquaad becom king princess set sight princess fiona seclud castl guard dragon shrek accept task order fairi tale charact land properti rid conclus question depend one prefer toward fiona director andrew adamson vicki jenson familiar cliché exploit mike myer voic shrek dislik human contact take upon task hope regain privaci eddi murphi bring hilar donkey shrek save donkey becom involv twist relationship conclus cameron diaz hilari fiona whose person feisti conceal secret john lithgow voic tyrant farquaad littl man attempt conquer big thing tortur gingerbread man vincent cassel voic french version robin hood impress upon legaci errol flynn wonder origin imag make laughfil adventur expos other score
rare movi come instant becom classic shrek manag theori base much humor popular cultur joke song consid old school almost soon audienc heard kid born rent now wont reaction us went theater see us instant nostalgiamanag step eggshel around disney classic fairi tale movi tribut arent fairest land hero stori larg smelli grumpi ogr princess may look perfect outsid secret insid make differ anyon els three littl pig big bad wolf cinderella snow white pinocchio robin hood three blind mice gingerbread man everyth normal think fairi tale get turn ear everi there opportun make fun happi end shrek take beyond humor movi tri teach children dont look perfect like outsid world princ princess still chanc uniqu happi end your youngster think joke movi old might dad joke think cameron diaz retir actress mom use like high school still get someth offbeat cartoon least make parent happi famili movi night
peopl talk movi expect laugh riot instead worthi laugh first saw caught tail end last twenti minut quit frank wasnt funni saw whole movi best joke first hour still worth chuckl therei definit dont see big deal myer voic ogr basic fatbstrd scottish voic rather murphi basic charact play mulan lithgow best job isnt enough cute jab disney theme park overal ok hype
first saw movi open day laugh five time film most eddi murphi left theater forgot sat comput wrote follow review imdb film four year make scrap long long ago month littl embarass memori face final fantasi anim bad voic act even wors mike meyer faux scottish accent annoy suggest three smashmouth song entir album dismiss instant think pleas small children still think fart joke pinnacl humor fade obscur unfortun dead wrong idea bad film get around mani time go mind bad laugh much appal potti humor someth critic audienc alik flip rare everyon seem impervi film noth stori origin climact scene copi straight beauti beast except twist onehundredth clever everyon seem think
here anoth slap face anim great even seem dislik film comment board tend prais anim seen toy stori movi bug life anim film infinit better heck even small soldier surpass thousand mile rather watch toy stori hundr time watch five minut shrek dreck also even seen briefest clip final fantasi spirit within socal realist anim shrek look much like cartoon human charact pokemon heck even charact toy stori look like human be charact shrek suppos toysshrek obvious go highest gross year highest world truli derang place live world children taken now run day care center
there good laugh everi ten minutestoo bad equal entir film film four year make scrap long long ago month littl embarass memori face final fantasi anim bad voic act even wors mike meyer faux scottish accent annoy suggest three smashmouth song entir album
shrek big heart right place focus charact messag accept mike myer especi eddi murphi leav mark most success spin fairi tale cliché movi serious laugh go refer work though good lord bullettim macarena couldv done lot less smash mouthbut none dealbreak likabl written go point jab disneyland go realiz smart movi go quest ogr donkey feisti princess lot fun
dont know live world right now seen shrek wasnt sure id make shrek came refus see wasnt comput anim refus see mention hype annoy know movi advertis sometim drive away closer situat im glad final decid give shrek chanceshrek ogr fear town peopl prefer live life solo annoy talk donkey drop life donkey just kinda put shrek life circus drop onto shrek swampi home goe king king promis home go get princess fiona futur bride shrek donkey shrek end fall beauti princess hidden secret just might help love otherid say realli enjoy shrek sweet stori funni joke terrif anim love homag certain pop cultur moment like matrix much use joke wise realli work film kid littl young matrix came great famili film id recommend much
movi funni beggin great charact voic nice done smooth graphic ton laugh im gonna give whole plot ill tell defin must seebi rumor chris farley voic shrek theyr true sign contract die mike myer took friend afterward
